date,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
2014-02-03,82.860001,123.080002,92.419998,21.549999,111.139999,59.99,69.989998,24.35,159.820007,75.089996,172.899994,23.950001,86.779999,54.310001,37.200001,93.019997,123.900002,52.080002,36.48,70.879997,30.6,75.699997,31.950001,80.260002,70.739998,110.160004,213.470001,46.41,72.660004,90.050003
2014-02-04,84.0,122.040001,92.5,21.799999,110.830002,61.609998,71.050003,24.57,161.759995,74.970001,172.839996,23.82,86.620003,54.950001,37.48,93.089996,126.720001,53.509998,36.349998,70.510002,31.440001,76.089996,32.450001,80.349998,70.510002,109.099998,214.539993,46.82,72.730003,90.019997
2014-02-05,83.720001,121.400002,91.959999,21.98,109.519997,61.900001,71.760002,24.52,160.419998,75.260002,174.240005,23.52,87.279999,55.209999,37.610001,93.580002,127.360001,53.529999,35.82,70.599998,30.65,76.449997,32.080002,80.440002,70.82,107.910004,215.610001,46.689999,72.870003,89.580002
2014-02-06,85.690002,122.669998,93.830002,22.49,111.269997,62.959998,75.559998,24.950001,161.75,76.160004,174.669998,23.99,88.75,56.48,38.029999,94.940002,128.899994,53.77,36.18,71.510002,30.84,76.900002,32.0,80.690002,70.870003,109.449997,219.009995,46.68,72.82,89.800003
2014-02-07,87.0,127.019997,94.870003,22.67,112.050003,63.450001,75.669998,25.190001,161.929993,76.449997,177.25,24.209999,90.040001,56.619999,37.950001,95.919998,130.330002,54.77,36.560001,72.690002,31.219999,77.309998,32.299999,80.879997,71.360001,110.730003,221.779999,46.810001,73.75,90.580002
2014-02-10,88.339996,127.160004,94.5,22.83,111.690002,63.450001,77.059998,25.049999,161.0,76.410004,177.139999,24.290001,91.07,56.740002,38.57,94.860001,129.699997,54.889999,36.799999,72.669998,31.469999,78.029999,32.439999,82.349998,69.739998,111.599998,220.550003,46.91,73.760002,89.519997
2014-02-11,88.580002,130.160004,94.959999,22.709999,113.580002,64.289998,77.790001,25.43,164.389999,76.699997,179.699997,24.469999,92.970001,57.43,38.639999,95.339996,130.979996,55.700001,37.169998,73.980003,31.879999,78.839996,32.950001,83.209999,70.620003,112.959999,222.330002,47.209999,74.800003,90.839996
2014-02-12,89.019997,128.130005,96.169998,22.85,112.029999,63.509997,77.910004,25.389999,163.5,77.279999,180.240005,24.549999,92.419998,57.52,38.509998,94.889999,130.440002,55.0,37.470001,74.110001,31.610001,77.489998,32.939999,82.260002,70.239998,112.779999,224.169998,47.369999,74.959999,91.080002
2014-02-13,88.900002,129.5,96.110001,22.27,112.510002,63.979999,77.900002,25.440001,164.059998,77.589996,181.839996,24.700001,92.559998,58.029999,38.650002,95.459999,130.139999,55.099998,37.610001,74.870003,31.700001,77.800003,33.490002,82.879997,71.209999,113.300003,224.050003,47.310001,75.360001,91.43
2014-02-14,89.0,130.160004,96.550003,22.559999,113.480003,64.5,79.230003,25.74,163.720001,77.93,183.690002,24.76,92.760002,58.150002,38.93,95.779999,132.119995,55.439999,37.619999,75.07,31.940001,79.400002,33.150002,84.019997,73.519997,113.870003,226.0,46.509998,75.790001,94.110001
2014-02-18,89.019997,130.630005,96.559998,22.41,112.709999,64.709998,79.580002,25.65,164.649994,77.57,183.190002,24.76,92.169998,58.490002,37.470001,96.019997,131.800003,55.689999,37.419998,75.209999,31.879999,77.970001,32.82,84.370003,73.830002,113.739998,226.059998,45.98,75.330002,94.07
2014-02-19,88.839996,128.389999,96.209999,22.280001,113.599998,64.26,78.870003,25.4,163.259995,76.449997,182.949997,24.5,91.639999,57.259998,37.099998,95.550003,130.559998,55.040001,37.509998,74.82,31.48,78.139999,32.849998,84.010002,73.550003,114.040001,223.880005,46.529999,74.849998,93.949997
2014-02-20,89.010002,129.559998,96.919998,22.299999,114.599998,65.349995,79.190002,25.120001,164.5,77.480003,184.259995,24.74,92.379997,57.580002,37.299999,95.75,131.559998,55.810001,37.75,75.580002,31.549999,77.919998,33.18,83.809998,73.480003,115.050003,223.460007,48.119999,73.519997,95.370003
2014-02-21,88.75,128.279999,97.5,22.129999,112.68,64.870003,80.129997,24.940001,164.5,77.739998,182.789993,24.42,91.519997,57.610001,37.18,96.449997,131.570007,56.029999,37.98,76.480003,31.459999,77.970001,32.799999,83.790001,73.809998,115.379997,223.360001,47.27,73.120003,95.029999
2014-02-24,89.919998,129.589996,97.32,22.120001,114.150002,64.58,80.730003,25.290001,166.539993,77.870003,183.449997,24.629999,91.110001,58.029999,37.5,96.5,132.199997,56.18,37.689999,77.839996,31.99,77.860001,32.470001,83.440002,76.010002,116.489998,226.190002,46.23,73.349998,96.440002
2014-02-25,89.910004,126.779999,96.410004,21.84,114.970001,64.919997,80.209999,25.27,163.479996,80.980003,183.229996,24.620001,91.110001,57.029999,37.77,96.620003,132.929993,55.91,37.540001,78.110001,31.889999,78.120003,32.169998,83.339996,75.32,115.889999,227.110001,46.290001,73.349998,96.309998
2014-02-26,89.730003,126.610001,97.199997,21.93,115.510002,65.509999,80.080002,25.299999,162.800003,81.699997,184.059998,24.799999,91.110001,56.75,37.869999,95.889999,132.860001,56.27,37.470001,78.419998,31.99,77.860001,32.0,83.43,76.059998,116.110001,226.110001,46.349998,74.779999,95.790001
2014-02-27,90.290001,128.559998,96.699997,21.92,115.690002,65.999998,80.480003,25.5,165.380005,81.970001,185.270004,24.76,91.360001,56.689999,38.07,95.080002,134.339996,56.66,37.860001,78.019997,32.23,78.190002,32.23,83.849998,76.019997,116.610001,226.279999,47.5,74.559998,95.839996
2014-02-28,91.279999,128.919998,96.970001,21.799999,115.330002,66.620003,80.809998,25.469999,166.449997,82.029999,185.169998,24.76,92.120003,56.82,38.200001,95.150002,134.729996,56.990002,38.310001,78.300003,32.110001,78.660004,31.93,83.839996,77.269997,117.019997,225.940002,47.580002,74.699997,96.269997
2014-03-03,89.970001,128.220001,96.309998,21.57,114.839996,65.889996,79.459999,25.120001,164.740005,82.0,184.259995,24.5,91.559998,56.209999,38.119999,94.32,132.210007,56.419998,37.779999,77.389999,31.98,77.480003,31.860001,83.18,77.099998,116.760002,221.440002,47.310001,74.120003,95.5
2014-03-04,92.610001,130.229996,97.019997,21.82,115.32,67.26,81.709999,25.65,168.729996,82.870003,186.440002,24.610001,93.339996,57.259998,38.310001,94.980003,132.679993,57.060001,38.41,78.620003,32.689999,78.449997,32.150002,84.110001,78.129997,117.589996,225.5,47.900002,75.129997,96.519997
2014-03-05,92.139999,128.789993,96.370003,21.870001,114.43,67.239996,82.68,25.93,171.899994,82.910004,187.139999,24.5,92.589996,58.16,38.349998,95.019997,133.850006,56.880001,38.110001,77.419998,32.75,77.82,32.130001,84.370003,77.989998,117.410004,222.809998,47.380001,74.800003,93.800003
2014-03-06,93.519997,128.860001,97.599998,21.82,114.849998,67.499996,83.339996,26.219999,172.600006,82.410004,187.639999,24.629999,92.889999,58.900002,38.470001,95.580002,134.080002,57.259998,38.150002,78.220001,32.459999,78.059998,32.34,84.400002,77.639999,117.760002,223.860001,47.459999,74.879997,93.760002
2014-03-07,93.860001,128.539993,97.050003,21.73,115.080002,67.239996,82.209999,26.129999,174.259995,82.550003,187.679993,24.639999,93.32,59.400002,38.549999,95.5,134.110001,57.470001,37.900002,79.459999,32.43,78.379997,32.540001,83.93,77.400002,118.309998,225.559998,47.150002,74.580002,94.989998
2014-03-10,93.699997,126.889999,96.75,21.690001,115.839996,67.349998,81.970001,26.040001,173.509995,82.18,186.389999,24.84,93.449997,59.200001,38.650002,95.199997,133.559998,57.32,37.82,78.980003,32.389999,78.529999,32.509998,83.779999,77.879997,117.769997,225.5,47.029999,74.43,95.5
2014-03-11,93.199997,125.669998,96.839996,21.610001,114.510002,66.01,81.050003,25.9,169.889999,81.290001,186.759995,24.73,93.489998,58.189999,38.799999,98.779999,132.509995,56.689999,38.02,78.800003,32.419998,78.949997,32.23,83.580002,77.779999,115.639999,227.179993,46.700001,74.919998,94.010002
2014-03-12,92.900002,124.43,96.82,21.82,115.650002,66.429997,81.379997,25.76,169.720001,80.559998,186.220001,24.76,93.599998,57.919998,38.470001,98.709999,132.570007,56.810001,38.27,78.970001,31.98,79.239998,32.380001,83.43,77.599998,115.809998,226.100006,46.360001,75.529999,94.209999
2014-03-13,90.690002,121.889999,95.610001,21.52,114.449997,65.709996,79.93,25.34,166.699997,78.800003,183.899994,24.57,93.0,57.419998,37.970001,97.370003,130.809998,55.790001,37.889999,78.529999,31.120001,79.190002,32.349998,82.589996,77.010002,112.889999,220.779999,46.029999,74.93,93.639999
2014-03-14,90.169998,123.110001,95.389999,21.35,114.099998,65.769996,80.07,25.110001,165.350006,79.379997,182.210007,24.5,92.809998,56.799999,38.169998,97.580002,129.830002,55.700001,37.700001,78.32,31.23,78.980003,32.490002,82.660004,75.699997,112.599998,220.770004,46.080002,74.279999,93.470001
2014-03-17,91.260002,125.419998,95.669998,21.51,115.07,66.379995,81.389999,25.43,166.839996,79.580002,185.809998,24.700001,93.93,57.580002,38.27,97.599998,132.270004,56.259998,38.049999,78.980003,31.42,79.839996,32.889999,83.540001,76.760002,114.410004,223.779999,46.310001,74.68,94.32
2014-03-18,91.589996,124.040001,96.410004,21.629999,116.239998,66.800003,81.989998,25.65,168.089996,79.82,186.809998,24.82,93.940002,58.060001,38.400002,97.309998,132.740005,56.360001,39.549999,79.639999,31.93,79.769997,32.98,83.949997,78.0,114.68,226.410004,46.700001,74.769997,94.709999
2014-03-19,90.730003,122.239998,96.040001,21.629999,115.199997,66.069996,80.519997,25.280001,168.179993,79.75,184.710007,25.02,93.589996,58.299999,38.139999,96.099998,131.229996,55.990002,39.27,79.150002,31.709999,78.779999,32.959999,83.199997,79.959999,114.010002,223.820007,46.360001,74.379997,93.730003
2014-03-20,91.690002,123.730003,96.209999,21.83,115.510002,66.579999,80.809998,25.27,169.220001,80.089996,187.899994,25.43,94.120003,60.110001,38.450001,96.599998,132.429993,55.59,40.330002,79.269997,31.91,78.32,34.09,83.230003,81.529999,113.769997,221.820007,47.209999,75.379997,94.580002
2014-03-21,91.519997,122.580002,97.389999,21.639999,115.629997,66.980003,80.349998,25.4,166.949997,80.419998,186.669998,25.17,95.93,60.169998,38.439999,95.470001,133.119995,54.66,40.16,75.209999,32.18,77.879997,34.299999,83.779999,81.339996,114.57,223.369995,46.91,76.099998,94.309998
2014-03-24,91.010002,123.419998,96.849998,21.57,115.849998,66.489997,79.489998,25.41,165.720001,79.660004,188.25,25.120001,95.199997,61.07,38.400002,96.18,132.419998,53.779999,40.5,74.860001,31.49,79.300003,34.459999,83.860001,81.279999,113.75,220.75,47.009998,76.760002,94.639999
2014-03-25,90.839996,124.019997,98.589996,22.34,117.089996,67.230002,79.550003,25.700001,163.25,79.470001,195.039993,25.459999,97.379997,60.93,38.619999,95.910004,134.059998,55.189999,40.34,73.650002,31.82,79.809998,34.720001,84.029999,81.099998,115.199997,218.399994,47.220001,76.870003,94.910004
2014-03-26,89.660004,123.529999,97.800003,22.32,117.709999,66.510001,78.620003,25.620001,161.729996,78.870003,192.619995,25.379999,97.050003,59.900002,38.610001,95.839996,133.089996,56.02,39.790001,73.220001,32.18,79.5,34.610001,83.43,81.540001,114.580002,215.679993,47.009998,76.230003,94.699997
2014-03-27,89.989998,123.209999,98.449997,22.02,117.669998,66.569997,78.480003,25.809999,162.289993,78.68,189.830002,25.309999,97.279999,59.919998,38.82,96.160004,132.839996,55.73,39.360001,73.32,32.099998,79.650002,34.959999,83.489998,81.019997,113.800003,215.770004,47.689999,76.139999,96.239998
2014-03-28,90.459999,124.459999,99.389999,22.33,118.5,66.620003,78.989998,25.879999,162.300003,78.720001,190.449997,25.620001,97.440002,60.040001,38.950001,97.239998,134.199997,55.98,40.299999,73.540001,31.879999,79.760002,35.07,83.989998,81.620003,114.809998,212.089996,47.419998,76.010002,97.699997
2014-03-31,90.029999,125.489998,99.370003,22.42,118.910004,67.099995,80.07,25.889999,163.850006,79.129997,192.490005,25.809999,98.230003,60.709999,38.66,98.029999,135.660004,56.77,40.990002,73.860001,32.119999,80.599998,35.07,85.099998,81.989998,116.839996,215.860001,47.57,76.43,97.68
2014-04-01,91.169998,128.210007,99.809998,23.1,119.0,67.76,81.57,25.870001,165.919998,79.379997,194.5,25.99,97.940002,60.669998,38.41,97.900002,136.529999,56.369999,41.419998,74.389999,31.950001,80.339996,35.09,84.389999,81.839996,117.919998,214.699997,47.75,76.769997,97.730003
2014-04-02,90.400002,128.309998,102.629997,22.99,119.349998,68.120001,81.669998,26.040001,167.270004,79.949997,193.550003,25.889999,98.230003,60.48,38.330002,97.589996,136.0,56.459999,41.349998,74.540001,32.290001,80.129997,35.369999,84.650002,81.610001,119.870003,214.660004,47.82,77.18,97.949997
2014-04-03,90.980003,128.779999,102.550003,23.09,119.040001,68.010003,81.690002,26.23,166.089996,79.400002,192.690002,26.41,98.260002,60.66,38.07,97.660004,136.139999,56.209999,41.009998,73.989998,32.400002,80.099998,35.630001,84.980003,82.25,119.769997,215.009995,48.119999,77.459999,97.93
2014-04-04,89.169998,127.379997,102.169998,22.709999,118.800003,67.339996,80.43,26.02,163.240005,78.720001,191.770004,26.16,98.419998,59.810001,38.220001,97.870003,135.860001,56.119999,39.869999,72.839996,32.16,79.769997,35.549999,85.199997,81.529999,118.18,207.699997,48.040001,77.309998,97.360001
2014-04-07,86.599998,125.589996,101.110001,22.85,117.339996,66.759999,79.129997,25.85,158.559998,77.129997,194.520004,26.49,97.889999,59.0,38.619999,97.010002,134.399994,55.189999,39.799999,70.830002,31.200001,80.489998,35.490002,85.0,81.080002,116.18,203.410004,48.119999,77.309998,96.779999
2014-04-08,86.489998,124.150002,102.389999,22.940001,117.800003,66.790001,79.57,25.75,156.559998,77.110001,193.289993,26.91,98.059998,58.849998,38.900002,98.080002,134.839996,55.040001,39.82,72.919998,30.870001,81.349998,35.27,84.730003,80.660004,115.769997,202.589996,48.209999,78.18,97.449997
2014-04-09,88.720001,126.879997,102.989998,23.120001,119.099998,67.519992,80.470001,25.950001,158.160004,77.760002,196.639999,26.98,98.949997,59.27,38.990002,98.349998,135.839996,57.099998,40.470001,73.559998,31.23,81.489998,34.919998,85.82,81.389999,117.040001,207.539993,47.98,77.970001,97.330002
2014-04-10,85.360001,123.639999,102.260002,22.65,116.690002,66.470001,77.510002,25.58,155.979996,76.779999,195.679993,26.43,96.540001,57.400002,38.889999,99.43,133.970001,55.849998,39.360001,72.449997,30.610001,81.089996,35.119999,84.989998,79.989998,114.559998,201.550003,47.470001,76.889999,96.779999
2014-04-11,84.540001,122.07,101.449997,22.459999,117.029999,66.089996,77.010002,25.43,152.720001,75.699997,195.190002,26.18,96.870003,55.299999,38.630001,99.290001,132.389999,55.919998,39.209999,71.25,29.860001,80.760002,35.200001,85.300003,78.949997,113.93,196.630005,47.07,76.5,96.720001
2014-04-14,85.5,123.25,102.779999,22.85,118.699997,66.589993,77.620003,25.709999,154.740005,75.970001,197.770004,26.559999,97.139999,54.959999,38.73,100.110001,133.149994,55.57,39.18,72.379997,29.870001,80.809998,35.360001,85.5,79.18,114.940002,201.009995,47.27,77.379997,97.860001
2014-04-15,86.040001,124.269997,102.5,22.889999,120.300003,66.899999,77.660004,25.82,154.919998,75.889999,197.020004,26.77,99.199997,54.799999,40.18,100.830002,134.089996,56.049999,39.75,72.279999,29.889999,80.839996,35.68,85.889999,79.510002,115.839996,204.050003,46.919998,76.879997,98.68
2014-04-16,87.400002,126.040001,102.93,23.030001,121.830002,67.72,78.949997,26.120001,157.220001,76.580002,196.399994,26.93,98.75,55.259998,40.59,100.830002,136.770004,56.259998,40.400002,73.099998,30.09,81.650002,36.099998,86.779999,78.190002,118.07,209.360001,47.099998,77.220001,99.940002
2014-04-17,86.220001,127.919998,102.830002,23.209999,123.68,66.980003,79.989998,26.559999,157.440002,77.089996,190.009995,27.040001,98.959999,55.220001,40.720001,100.25,137.729996,56.470001,40.009998,74.029999,30.25,81.760002,36.040001,86.68,75.779999,118.57,207.949997,47.599998,77.660004,100.419998
2014-04-21,86.669998,127.82,102.639999,23.4,124.239998,67.029997,79.110001,26.59,157.800003,77.959999,192.270004,26.950001,100.0,55.029999,40.75,99.669998,138.619995,57.25,39.939999,73.900002,30.860001,81.559998,36.060001,86.400002,74.949997,118.300003,209.130005,47.98,77.599998,100.93
2014-04-22,87.07,127.550003,103.690002,23.52,124.0,67.349998,79.449997,26.58,160.460007,79.669998,192.149994,26.84,100.18,55.810001,40.709999,99.32,138.889999,57.77,39.990002,74.349998,31.0,81.25,36.290001,86.889999,75.760002,119.190002,209.970001,47.919998,77.559998,100.370003
2014-04-23,87.129997,130.630005,103.379997,23.5,124.690002,67.339996,79.519997,26.42,160.449997,78.519997,191.729996,26.75,100.220001,56.049999,40.73,99.129997,137.990005,57.5,39.689999,74.099998,30.92,80.360001,34.919998,88.129997,75.330002,119.650002,208.820007,47.43,78.040001,100.5
2014-04-24,87.410004,129.860001,105.279999,23.33,124.300003,67.109998,79.589996,26.459999,160.850006,79.769997,190.220001,26.75,99.959999,56.189999,40.700001,99.839996,136.649994,57.529999,39.860001,73.389999,30.709999,81.150002,34.5,88.589996,76.589996,118.980003,209.399994,46.279999,78.309998,100.010002
2014-04-25,87.029999,128.660004,104.690002,23.0,123.989998,66.660003,78.230003,26.6,158.240005,79.379997,189.630005,26.26,99.790001,55.700001,41.009998,100.730003,136.559998,57.240002,39.91,72.699997,30.75,81.410004,34.490002,88.309998,75.660004,117.209999,198.929993,45.939999,78.620003,100.410004
2014-04-28,87.059998,127.040001,104.260002,23.02,125.730003,66.769993,77.779999,26.780001,156.539993,80.169998,193.139999,26.33,101.339996,55.490002,41.029999,100.309998,137.229996,56.68,40.869999,71.669998,32.040001,82.940002,35.080002,89.639999,75.739998,117.699997,201.419998,46.599998,79.760002,101.169998
2014-04-29,87.790001,128.369995,105.300003,23.16,125.970001,67.18,78.639999,26.76,158.240005,79.519997,195.110001,26.48,101.029999,56.099998,40.57,101.5,137.550003,58.720001,40.509998,72.480003,31.76,82.440002,35.419998,90.900002,75.199997,117.559998,202.669998,46.77,79.669998,101.449997
2014-04-30,87.43,129.020004,105.400002,23.110001,125.519997,67.32,79.339996,26.889999,159.820007,79.510002,196.470001,26.690001,101.290001,55.98,40.790001,101.379997,139.089996,58.560001,40.400002,72.949997,31.280001,82.550003,35.700001,90.580002,75.040001,118.330002,202.610001,46.73,79.709999,102.410004
2014-05-01,86.82,128.460007,105.07,23.01,124.940002,66.759999,79.559998,26.77,160.369995,79.330002,193.529999,26.450001,100.529999,55.720001,40.779999,100.959999,140.809998,59.619999,40.0,72.919998,31.15,82.339996,35.580002,90.830002,74.949997,116.800003,206.089996,47.220001,79.699997,101.410004
2014-05-02,86.93,129.940002,105.010002,22.940001,124.720001,66.849997,80.309998,26.68,158.880005,79.400002,191.440002,26.41,99.309998,55.580002,40.950001,101.43,140.119995,58.220001,39.689999,72.989998,30.75,81.919998,35.630001,91.0,75.029999,116.519997,204.419998,47.119999,79.120003,102.010002
2014-05-05,87.360001,131.960007,104.519997,22.959999,125.360001,67.389998,81.220001,26.58,156.350006,78.690002,191.259995,26.17,100.0,54.220001,40.759998,101.139999,140.610001,58.630001,39.43,73.290001,29.959999,81.699997,35.759998,90.650002,75.230003,116.82,207.130005,47.389999,78.620003,102.910004
2014-05-06,86.199997,130.830002,103.870003,22.719999,124.970001,67.190002,81.029999,26.190001,154.539993,77.419998,190.029999,26.200001,99.510002,53.34,40.490002,100.949997,139.289993,57.110001,39.060001,72.25,29.43,81.129997,35.490002,89.879997,75.260002,116.010002,205.360001,47.470001,78.010002,102.669998
2014-05-07,87.980003,130.350006,104.620003,22.870001,126.230003,68.050003,80.290001,26.530001,155.520004,77.080002,189.300003,26.370001,100.910004,54.049999,40.91,101.959999,141.139999,55.84,39.419998,72.18,29.02,82.089996,35.759998,91.07,77.910004,116.910004,208.699997,48.099998,77.959999,103.110001
2014-05-08,88.620003,130.570007,104.940002,23.02,125.089996,68.099997,81.599998,26.440001,157.399994,77.050003,188.910004,26.34,100.5,54.360001,40.73,101.949997,140.830002,54.830002,39.639999,73.050003,29.17,82.160004,36.400002,91.239998,76.889999,117.019997,210.899994,48.490002,78.690002,102.32
2014-05-09,88.839996,131.100006,105.059998,23.02,125.029999,67.779996,81.949997,26.42,157.199997,77.709999,190.080002,26.299999,100.910004,54.009998,40.869999,102.93,141.339996,55.209999,39.540001,73.449997,29.030001,82.389999,36.439999,91.300003,76.949997,116.989998,210.809998,48.48,79.199997,101.949997
2014-05-12,89.660004,132.600006,106.199997,23.190001,125.239998,68.189999,82.419998,26.85,159.550003,78.269997,192.570007,26.370001,100.519997,54.650002,40.82,102.860001,142.820007,55.290001,39.970001,74.629997,29.129999,81.730003,36.57,92.040001,77.739998,118.629997,211.699997,48.16,79.150002,102.230003
2014-05-13,89.089996,133.449997,107.150002,22.860001,125.849998,67.690002,82.080002,26.92,160.279999,77.269997,192.190002,26.450001,101.019997,54.619999,41.110001,103.529999,142.429993,55.75,40.419998,74.589996,29.200001,81.610001,36.200001,92.910004,78.040001,118.739998,212.059998,47.849998,79.139999,102.360001
2014-05-14,88.459999,132.990005,106.529999,22.809999,126.419998,67.72,80.919998,26.76,159.449997,76.309998,188.720001,26.33,100.870003,54.360001,40.889999,103.029999,141.600006,56.369999,40.240002,73.580002,29.1,81.169998,36.389999,92.650002,77.169998,117.32,209.860001,48.009998,78.739998,102.290001
2014-05-15,87.599998,131.210007,104.989998,24.18,123.809998,66.830001,80.150002,26.6,156.639999,76.239998,186.460007,26.01,100.690002,53.509998,40.52,102.5,140.979996,55.889999,39.599998,72.940002,29.059999,80.529999,36.52,92.370003,76.480003,115.699997,207.449997,47.959999,76.830002,100.779999
2014-05-16,87.5,130.809998,106.029999,24.370001,123.18,67.019995,80.389999,26.67,156.429993,77.360001,187.059998,25.82,100.580002,53.310001,40.889999,103.139999,141.130005,55.869999,39.830002,73.940002,29.120001,80.330002,36.740002,92.580002,76.650002,114.580002,209.809998,49.07,77.010002,100.739998
2014-05-19,88.120003,131.350006,105.389999,24.35,122.949997,67.029997,81.050003,26.610001,157.669998,76.5,187.0,26.040001,100.639999,53.830002,40.709999,102.089996,141.669998,56.349998,39.75,74.489998,29.280001,79.93,36.380001,92.769997,77.199997,115.019997,210.360001,49.150002,76.610001,100.870003
2014-05-20,87.089996,129.580002,101.559998,24.120001,122.5,66.690001,81.089996,26.299999,156.350006,77.959999,184.889999,26.040001,100.25,53.720001,40.580002,101.529999,140.229996,56.0,39.68,73.260002,29.25,80.230003,35.5,92.669998,76.660004,113.099998,207.919998,48.650002,75.690002,100.669998
2014-05-21,87.860001,130.960007,102.879997,24.48,124.160004,67.22,82.190002,26.49,159.350006,78.080002,186.389999,26.200001,101.139999,54.119999,40.869999,102.559998,140.660004,56.580002,40.349998,74.209999,29.57,80.489998,35.27,92.860001,77.720001,114.839996,210.100006,49.169998,75.660004,102.029999
2014-05-22,88.150002,131.839996,103.080002,24.379999,123.629997,67.509998,82.349998,26.51,159.850006,78.779999,185.679993,26.15,100.959999,54.549999,40.580002,102.449997,140.309998,56.490002,40.099998,74.879997,29.66,80.650002,35.380001,93.010002,78.339996,115.040001,209.369995,49.450001,75.389999,101.5
2014-05-23,88.779999,132.410004,104.029999,24.52,123.370003,68.099997,83.32,26.51,160.160004,79.18,185.940002,26.290001,100.980003,54.529999,40.580002,102.0,141.139999,56.810001,40.119999,75.849998,29.49,80.519997,35.32,92.860001,78.769997,115.540001,212.070007,49.740002,75.610001,101.32
2014-05-27,91.389999,134.169998,103.68,24.709999,122.839996,68.160001,83.739998,26.57,161.770004,79.690002,184.779999,26.709999,100.809998,55.139999,40.77,102.360001,141.440002,56.689999,40.189999,76.610001,29.610001,80.080002,35.209999,93.489998,79.110001,115.849998,214.5,49.619999,75.589996,101.360001
2014-05-28,91.059998,134.330002,102.910004,24.82,122.519997,68.410003,83.599998,26.66,161.190002,79.68,183.080002,26.879999,100.300003,55.450001,40.580002,101.300003,141.429993,56.400002,40.009998,76.269997,29.610001,80.099998,35.34,93.459999,78.580002,115.949997,213.800003,49.740002,75.529999,101.059998
2014-05-29,91.279999,135.139999,103.599998,24.68,122.32,68.969996,84.029999,26.74,160.740005,79.900002,183.759995,26.959999,100.760002,55.720001,40.66,101.339996,142.389999,57.700001,40.34,76.379997,29.6,80.400002,35.389999,94.099998,79.370003,116.349998,214.669998,49.720001,75.980003,101.269997
2014-05-30,91.5,135.25,102.230003,24.620001,122.790001,69.309992,84.010002,26.790001,159.809998,80.230003,184.360001,27.32,101.459999,55.57,40.91,101.43,142.550003,57.860001,40.939999,76.910004,29.629999,80.790001,35.470001,93.449997,79.629997,116.220001,214.830002,49.959999,76.769997,100.529999
2014-06-02,91.889999,135.899994,103.760002,24.780001,122.209999,69.259998,84.269997,26.83,160.029999,80.839996,185.690002,27.26,102.169998,55.349998,40.860001,102.029999,142.320007,57.93,40.790001,76.720001,29.709999,80.360001,35.439999,93.709999,79.470001,117.400002,213.520004,50.049999,76.760002,99.940002
2014-06-03,91.730003,135.880005,104.489998,24.68,122.550003,68.87,83.879997,26.790001,161.800003,80.669998,184.369995,27.66,102.459999,55.599998,40.880001,101.449997,142.889999,57.91,40.290001,75.550003,29.59,79.93,35.200001,93.410004,79.879997,117.82,211.320007,49.290001,76.709999,100.389999
2014-06-04,91.809998,135.330002,104.309998,24.5,122.349998,69.319994,84.239998,26.549999,162.389999,80.540001,184.509995,27.6,102.68,55.68,40.790001,102.440002,142.259995,57.93,40.32,76.129997,29.639999,79.860001,35.049999,94.669998,80.510002,117.139999,211.429993,49.150002,77.129997,100.040001
2014-06-05,92.800003,136.820007,106.959999,24.700001,123.519997,69.339998,84.779999,26.77,162.580002,80.379997,185.979996,27.66,103.220001,56.630001,40.889999,102.449997,143.710007,58.099998,41.209999,75.870003,29.76,80.110001,35.099998,94.970001,79.800003,118.169998,212.220001,49.279999,77.32,100.550003
2014-06-06,94.910004,138.25,108.18,24.83,124.190002,69.669993,84.610001,27.18,166.190002,80.639999,186.369995,28.17,103.18,56.970001,40.990002,101.959999,144.639999,57.849998,41.48,76.230003,29.42,80.029999,35.02,94.360001,79.93,118.900002,213.0,49.419998,77.209999,101.599998
2014-06-09,95.57,137.960007,108.75,24.799999,124.370003,69.430001,85.480003,27.440001,166.0,80.610001,186.220001,27.91,103.220001,57.419998,40.91,101.379997,145.320007,57.939999,41.27,76.669998,29.35,80.089996,35.009998,94.660004,79.760002,120.089996,212.580002,49.57,77.010002,101.519997
2014-06-10,95.279999,137.25,109.309998,25.0,125.339996,69.470001,84.75,27.41,166.360001,80.739998,184.289993,28.24,104.099998,57.900002,41.07,100.879997,144.970001,58.490002,41.110001,76.309998,29.5,80.150002,34.939999,95.099998,79.809998,119.129997,214.25,49.52,76.620003,101.459999
2014-06-11,95.080002,134.100006,108.690002,25.040001,125.18,68.969996,84.309998,27.15,165.429993,79.809998,182.25,27.93,103.32,57.27,40.860001,100.419998,144.410004,58.810001,40.860001,75.139999,29.43,80.059998,34.810001,94.900002,80.169998,118.300003,212.679993,49.369999,76.160004,101.949997
2014-06-12,94.760002,132.190002,106.650002,24.66,126.110001,68.080001,82.800003,26.959999,165.960007,78.43,181.220001,27.959999,102.529999,57.040001,40.419998,99.760002,143.070007,58.299999,40.580002,74.769997,29.450001,79.760002,34.830002,95.0,79.440002,116.849998,211.770004,49.040001,75.730003,101.660004
